phrase_id|balise_lieu_obj|balise_lieu_loc|balise_act|balise_doc|balise_perc|balise_tps|balise_dyn|phrase
14.0||||||| d' une même ambition de production de connaissances sur les territoires , les compétences triangulaires des acteurs de la recherche , de l' enseignement et de la pratique professionnelle .|Il a pour caractéristique principale de réunir , autour  d' une même ambition de production de connaissances sur les territoires , les compétences triangulaires des acteurs de la recherche , de l' enseignement et de la pratique professionnelle . 
15.0||||||| du développement durable |Il convient par ailleurs de souligner qu'une telle démarche doit être située dans le contexte immédiat des politiques gouvernementales en faveur  du développement durable  ( Perspectives d' action issues du Grenelle de l' Environnement ) et de la recherche scientifique ( Programme , Villes durables , de l' Agence nationale de la recherche ; 
17.0||||d' un plan d' actions consacré à <dyn||||Il convient enfin de préciser que cette consultation est le premier voletd' un plan d' actions consacré à > l' aménagement  et à la gouvernance de l' agglomération parisienne. 
18.0||||||| d' aménagement de l' espace |C'est ainsi qu'il faut comprendre que le chantier prioritaire du , diagnostic prospectif ,  d' aménagement de l' espace  vient côtoyer le chantier de la , Gouvernance de I'lle-de-France ,, celui des , Grande s opérations d' urbanisme , et celui des , Infrastructures de transports ,. 
20.0||||||| l' obtention d' un marché , mais un dispositif de recherche collective , mobilisatrice d' une dizaine de démarches pluridisciplinaires .|La consultation internationale sur , Le grand pari de l' agglomération parisienne , n'est pas un processus traditionnel de mise en concurrence de professionnels de la maîtrise d' œuvre pour  l' obtention d' un marché , mais un dispositif de recherche collective , mobilisatrice d' une dizaine de démarches pluridisciplinaires . 
21.0||||||| d' un appel à projets de recherche et développement ( R&D )|Plus qu'un concours d' idées , il s'agit donc  d' un appel à projets de recherche et développement ( R&D ) dont les productions seront de nature à éclairer la décision . 
22.0||||||| l' issue d' une période de sept mois et demi de travail un ensemble cohérent de productions à la fois théoriques et pratiques , à la fois conceptuelles et opérationnelles .|Les objectifs de cette consultation affichent clairement la nécessité d' obtenir à  l' issue d' une période de sept mois et demi de travail un ensemble cohérent de productions à la fois théoriques et pratiques , à la fois conceptuelles et opérationnelles . 
23.0||||||| l' avenir  de la métropole du XXIe siècle en général , et à  l' avenir |Il s'agit donc bien d' organiser le dispositif efficace d' une dynamique collective permettant aux dix équipes sélectionnées de produire , au sein d' ateliers de recherche , le corpus d' une , pensée territoriale , consacrée à  l' avenir  de la métropole du XXIe siècle en général , et à  l' avenir  de l' agglomération parisienne en particulier . 
24.0||||||| développement rapide des métropoles |Parmi les ambitions de cette action incitative , il y a donc la volonté de susciter l' émergence d' une réflexion originale visant à situer le cas de l' agglomération parisienne dans le contexte du  développement rapide des métropoles  à l' échelle mondiale . 
25.0||||||| d' une métropole .|C'est un contexte spatial car Paris est une des capitales mondiales qui ne peut pas entièrement revendiquer le statut , l' identité et la cohérence  d' une métropole . 
26.0||||||| l' avenir dudit , Grand Paris ,|Mais c'est aussi un contexte temporel car le débat sur  l' avenir dudit , Grand Paris , est déjà ancien et a déjà produit de multiples réflexions et propositions . 
27.0||||||| croissance métropolitaine de l' agglomération parisienne .|Ainsi faut-il considérer que les objectifs de cette consultation visent à fournir des orientations théoriques et des propositions pratiques capables de nourrir les réflexions relatives au processus de  croissance métropolitaine de l' agglomération parisienne . 
29.0||||||| d' évolution des grandes métropoles mondiales .|La consultation internationale de recherche et développement sur , Le grand pari de l' agglomération parisienne , fait le choix de solliciter les compétences de dix équipes pluridisciplinaires pour que la situation spécifique de l' agglomération parisienne puisse être étudiée dans le contexte  d' évolution des grandes métropoles mondiales . 
30.0||||||| développement des spatialités de l' aire métropolitaine .|C'est ainsi que la problématique générale de cette consultation identifie deux chantiers de recherche consacrés au  développement des spatialités de l' aire métropolitaine . 
31.0||||||| l' après Kyoto |Le premier relève plus d' une recherche fondamentale focalisée , La métropole du XXIe siècle de  l' après Kyoto  ,. 
32.0||||||| l' agglomération parisienne |Le second relève davantage d' une recherche appliquée sur , Le diagnostic prospectif de  l' agglomération parisienne  ,. 
33.0||||||| la ville contemporaine .|Mais tous les deux sont précisément focalisés sur les dimensions spatiales de  la ville contemporaine . 
34.0||||||| l' émergence d' une , pensée territoriale , qui place la question urbaine au centre des priorités du développement durable .|Tous les deux sont destinés à produire les connaissances nécessaires à  l' émergence d' une , pensée territoriale , qui place la question urbaine au centre des priorités du développement durable . 
35.0||||||| stratégies d' aménagement de l' espace |Tous les deux sont consacrés à l' élaboration de  stratégies d' aménagement de l' espace  sur le long terme du territoire métropolitain . 
36.0||||||| les étapes successives de négociation , de concertation et de décision qui fondent de manière démocratique la gouvernance et le gouvernement des villes .|Tous les deux , enfin , sont susceptibles de nourrir  les étapes successives de négociation , de concertation et de décision qui fondent de manière démocratique la gouvernance et le gouvernement des villes . 
37.0||||||| ces deux chantiers complémentaires |Les équipes pluridisciplinaires sélectionnées ont à assumer la cohérence de  ces deux chantiers complémentaires  qui auront en commun une thématique de recherche . 
38.0||||||| des infrastructures de transports ;|Ainsi , telle équipe peut par exemple choisir de concentrer son effort de recherche sur la question  des infrastructures de transports ; 
39.0||||||| d' étudier plus particulièrement les problématiques du logement ;|telle autre équipe peut de son côté choisir  d' étudier plus particulièrement les problématiques du logement ; 
40.0||||||| l' urbanisme universitaire .|une troisième peut quant à elle focaliser son énergie sur  l' urbanisme universitaire . 
41.0||||||| la ville contemporaine ,|Mais en dehors de cette orientation thématique qui tend à mettre l' accent sur une des dimensions programmatiques de  la ville contemporaine , toutes les équipes ont à structurer une analyse prospective appliquée à la métropole du XXIe siècle d' une part , et à l' agglomération parisienne d' autre part . 
44.0||||||| l' environnement .|Il est connu comme étant le premier calendrier chiffré qui engage la communauté internationale en faveur de  l' environnement . 
45.0||||||| du développement des métropoles |Mais depuis 10 ans , de nouvelles connaissances et de nouvelles prises de conscience conduisent à souligner le rôle majeur  du développement des métropoles  dans l' équilibre environnemental de la planète . 
46.0||||||| l' industrialisation .|Historiquement , les métropoles apparaissent au XIXe siècle à travers la figure spatiale des villes confrontées aux enjeux politiques de  l' industrialisation . 
47.0||||||| le rôle de régulateur social et démocratique |Au cours du XXe siècle , elles assument plus ou moins  le rôle de régulateur social et démocratique  ; 
48.0||||||| leur métamorphose progressive | leur métamorphose progressive  s'exprime dans le passage d' une ville de la production à une ville de la consommation . 
49.0||||||| une pression économique et démographique sans précédent |Depuis , elles subissent  une pression économique et démographique sans précédent  qui remet en question cette échelle , cette cohérence , cette identité politique et culturelle héritée de la modernité . 
50.0||||||| la métropole du XXIe siècle se profile donc comme une , présence territoriale ,|Aujourd'hui ,  la métropole du XXIe siècle se profile donc comme une , présence territoriale , dont les caractéristiques vivantes font l' objet de toutes les spéculations . 
52.0||||||| l' art urbain .|D'autres sont plus spatiales et culturelles , nourries depuis plus d' un siècle par les sciences de la ville et  l' art urbain . 
53.0||||||| l' aménagement de l' espace |Elles interrogent notamment les disciplines de  l' aménagement de l' espace  sur la pertinence des échelles de perception , de conception et de transformation des territoires métropolitains . 
54.0||||||| cette évolution permanente |Elles interrogent aussi les acteurs professionnels de  cette évolution permanente  au sujet des temporalités qui qualifient le , temps long , des paysages urbains , suburbains et ruraux . 
55.0||||||| aux mutations de plus en plus rapides et incontrôlées de la ville territoriale ,|Mais face  aux mutations de plus en plus rapides et incontrôlées de la ville territoriale , comment faut-il repenser la fonction du modèle spatial dans les procédures de négociation entre ces multiples acteurs ? 
56.0||||||| le développement de ce qu'on pourrait appeler une , métropole négociée,|Quelles stratégies faut-il imaginer pour pouvoir maîtriser  le développement de ce qu'on pourrait appeler une , métropole négociée, ? 
57.0||||||| d' une métropole humaine |Comment un monde abstrait façonné par les flux , les énergies et les informations peut-il participer aux représentations collectives  d' une métropole humaine  à l' échelle territoriale ? 
58.0||||||| d' équilibre écologique |Et puis , faut-il raisonner en termes de stratégie programmatique , d' armature territoriale , de logique énergétique ou  d' équilibre écologique  ? 
59.0||||||| maillage des métropoles contemporaines .|Tel est le type de questions qui se posent lorsqu'on tente d' appréhender et d' analyser la réalité mondialisée du  maillage des métropoles contemporaines . 
60.0||||||| l' esprit de ce premier chantier de la consultation qui exige , non seulement de construire un objet de recherche pertinent par rapport à la problématique générale , mais aussi d' adopter une méthode efficace et des modes de représentation originaux , souvent expérimentaux , correspondant au positionnement théorique de chaque équipe pluridisciplinaire .|Tel est  l' esprit de ce premier chantier de la consultation qui exige , non seulement de construire un objet de recherche pertinent par rapport à la problématique générale , mais aussi d' adopter une méthode efficace et des modes de représentation originaux , souvent expérimentaux , correspondant au positionnement théorique de chaque équipe pluridisciplinaire . 
61.0||||||| c'est à partir de cette méthode ( atlas , scénarios , fictions , récits ...)|Car  c'est à partir de cette méthode ( atlas , scénarios , fictions , récits ...) que la vertu didactique des productions de recherche sera garantie . 
62.0||||||| La métropole du XXIe siècle de l' après-Kyoto |Pour cette analyse prospective de ,  La métropole du XXIe siècle de l' après-Kyoto  ,, il convient donc de comprendre les enjeux d' une correcte adéquation entre les approches conceptuelles et leurs représentations matérielles en assumant , le cas échéant , que les représentations soient elles-mêmes l' objet du travail de recherche . 
65.0||||||| s'est récemment emparé de cette question dite , du Grand Paris ,|Le débat public  s'est récemment emparé de cette question dite , du Grand Paris , qui se pose en réalité depuis près d' un siècle , et qui semble jusqu'à présent n'avoir pas su trouver une réponse satisfaisante . 
66.0||||||| la compétition des villes de rang mondial ,|Dans  la compétition des villes de rang mondial , Paris occupe une place respectable qui souffre néanmoins d' un déficit chronique lié à son périmètre et à sa gouvernance . 
67.0||||||| cette interrogation fondamentale comme sur tant d' autres sous-jacentes ,|Sur  cette interrogation fondamentale comme sur tant d' autres sous-jacentes , il existe une littérature déjà abondante qui doit nourrir la réflexion de chacun . 
68.0||||||| ce débat public puisse être alimenté par le résultat des travaux de recherche en cours ou à venir .|Mais il convient aussi que  ce débat public puisse être alimenté par le résultat des travaux de recherche en cours ou à venir . 
69.0||||||| l' après Kyoto |A la lumière des réflexions et productions élaborées dans le cadre du chantier sur , La métropole du XXe siècle de  l' après Kyoto  ,, il s'agit ici d' appréhender le cas de l' agglomération parisienne . 
70.0||||||| une approche globale des problématiques urbaines de Paris .|Il est sans doute vrai que , dans le contexte de la concurrence internationale des métropoles , l' échelle de la , région urbaine , paraît être la plus appropriée pour  une approche globale des problématiques urbaines de Paris . 
71.0||||||| l' instar de certaines métropoles européennes telles que Berlin(, le Grand Berlin ,), Londres(, le Grand Londres ,)|A  l' instar de certaines métropoles européennes telles que Berlin(, le Grand Berlin ,), Londres(, le Grand Londres ,) ou Madrid , l' identité de la , région capitale , de la France doit être en de nombreux points réévaluée . 
72.0||||||| situer Paris dans le paysage des , villes mondiales ,|Quels sont donc les critères opératoires de comparaison permettant de  situer Paris dans le paysage des , villes mondiales , ? 
73.0||||||| l' évolution spatiale du territoire occupé et du paysage habité de la région Ile-de France ?|Comment faut-il penser  l' évolution spatiale du territoire occupé et du paysage habité de la région Ile-de France ? 
74.0||||||| l' écart des deux millions de Parisiens dans les 105 km2 de leur ville avec les neuf autres millions de Franciliens dans les 12 000 km2 de leur région |Comment négocier  l' écart des deux millions de Parisiens dans les 105 km2 de leur ville avec les neuf autres millions de Franciliens dans les 12 000 km2 de leur région  ? 
76.0||||||| Le projet spatial du , Paris métropolitain ,| Le projet spatial du , Paris métropolitain , est de nature géographique . 
77.0||||||| venir .|Il pose la question du type de gouvernance qui serait capable de porter à son plus haut d' efficacité la gestion et l' anticipation des problèmes sociaux , économiques et environnementaux à  venir . 
78.0||||||| l' échelle dépasse et intègre les limites actuelles de toutes sortes ( économiques , politiques , sociales ...)|Quelle est ainsi l' adéquation entre le modèle spatial et le modèle de gouvernance dont  l' échelle dépasse et intègre les limites actuelles de toutes sortes ( économiques , politiques , sociales ...) ? 
79.0||||||| d' intégrer les contraintes de flux , de mobilité et de peuplement |Comment concevoir les dispositifs spatiaux susceptibles  d' intégrer les contraintes de flux , de mobilité et de peuplement  ? 
80.0||||||| les autres agglomérations urbaines |Comment aborder les problèmes urgents de la pollution et des énergies qui affectent l' agglomération parisienne comme toutes  les autres agglomérations urbaines  ? 
81.0||||||| l' agglomération parisienne .|Le second chantier de cette consultation suggère que les équipes pluridisciplinaires puissent approfondir certaines des investigations théoriques déjà engagées en les adaptant au cas de  l' agglomération parisienne . 
82.0||||||| les propositions stratégiques d' aménagement de l' espace |Il est prévu notamment que la dominante thématique appréhendée dans l' étude sur , La métropole du XXle siècle de l' après Kyoto , par chaque équipe puisse trouver résonance dans  les propositions stratégiques d' aménagement de l' espace  pour l' agglomération parisienne . 
83.0||||||| prendront soin notamment de quantifier , de qualifier , de situer et de représenter les orientations du , diagnostic prospectif |Les équipes  prendront soin notamment de quantifier , de qualifier , de situer et de représenter les orientations du , diagnostic prospectif  ,. 
84.0||||||| ce territoire en devenir |Eu égard aux qualités particulières de Paris qui associent l' ambition des projets économiques avec une forte valeur patrimoniale , les propositions devront également souligner tout ce qui fait que  ce territoire en devenir  ne peut pas être confondu avec un autre , que cette métropole à venir ne peut pas être assimilée à une autre , et que les qualités de nature et de culture qui sont ici exprimées ne le sont peut-être pas ailleurs . 
|l' agglomération parisienne|à ce stade préliminaire|Présentation générale|||||
|la Cité de l|sur les territoires|Nicolas Sarkozy|||||
|architecture et du patrimoine|au centre|Président de la République|||||
|grand Paris|à l' agglomération parisienne|ministère de la Culture et de la Communication|||||
|agences|dans le passage|ministère de l' Ecologie , de l' Energie , du Développement durable et de l' Aménagement|||||
|Satellite n° 3|à une ville|Villes durables|||||
|l' aéroport de Roissy Charles-de-Gaulle||CNRS|||||
|Paris métropolitain||protocole de Kyoto|||||
|Paris||négociée|||||
|territoire|||||||
|Contexte|||||||
|l' agglomération parisienne|||||||
|territoire|||||||
|l' Agence nationale|||||||
|recherche Ville|||||||
|l' agglomération parisienne|||||||
|l' espace|||||||
|Gouvernance de I'lle-de-France|||||||
|Grande|||||||
|Infrastructures de transports|||||||
|l' agglomération parisienne|||||||
|un marché|||||||
|l' agglomération parisienne|||||||
|l' agglomération parisienne|||||||
|Paris|||||||
|une des capitales mondiales|||||||
|Grand Paris|||||||
|l' agglomération parisienne|||||||
|l' agglomération parisienne|||||||
|l' agglomération parisienne|||||||
|Kyoto|||||||
|l' agglomération parisienne|||||||
|la ville contemporaine|||||||
|l' espace|||||||
|territoire métropolitain|||||||
|le gouvernement des villes|||||||
|logement|||||||
|la ville contemporaine|||||||
|La métropole du XXIe siècle de l' après-Kyoto Ouvert|||||||
|les pays signataires|||||||
|la communauté internationale|||||||
|des villes|||||||
|une ville|||||||
|la ville|||||||
|l' espace|||||||
|transformation des territoires métropolitains|||||||
|la ville territoriale|||||||
|un monde|||||||
|La métropole du XXIe siècle de l' après-Kyoto|||||||
|l' agglomération parisienne|||||||
|Grand Paris|||||||
|la compétition des villes|||||||
|Paris|||||||
|La métropole du XXe siècle|||||||
|Kyoto|||||||
|l' agglomération parisienne|||||||
|région|||||||
|Paris|||||||
|Berlin|||||||
|Berlin|||||||
|Londres|||||||
|Londres|||||||
|Madrid|||||||
|région capitale|||||||
|la France|||||||
|Paris|||||||
|villes mondiales|||||||
|territoire|||||||
|la région Ile-de France|||||||
|Parisiens|||||||
|leur ville|||||||
|Franciliens|||||||
|leur région|||||||
|Paris métropolitain|||||||
|l' agglomération parisienne|||||||
|agglomérations|||||||
|l' agglomération parisienne|||||||
|La métropole du XXle siècle de l|||||||
|après Kyoto|||||||
|l' espace|||||||
|l' agglomération parisienne|||||||
|Paris|||||||
|ce territoire|||||||
