phrase_id,balise_lieu_obj,balise_lieu_loc,balise_act,balise_doc,balise_perc,balise_tps,balise_dyn,phrase
35,,,,,,, des universités parisiennes de biologie végétale proches du jardin des Plantes ,"Le temps des études supérieures , pousse de leur côté Michel Hössler et Henri Bava vers leur goût pour les sciences du vivant , les conduisant vers  des universités parisiennes de biologie végétale proches du jardin des Plantes  ; "
36,,,,,,, poursuivre en parallèle la pratique des arts plastiques ,"Pierre et Marie Curie pour Michel , Jussieu pour Henri , qui ressent la nécessité de  poursuivre en parallèle la pratique des arts plastiques  dans un atelier de peintre . "
37,,,,,,," la découverte du monde de la science et de ses concepts , de la géologie , de la botanique , de la physiologie végétale .","Ce fut le temps de  la découverte du monde de la science et de ses concepts , de la géologie , de la botanique , de la physiologie végétale . "
38,,,,,,, l' homme et la ville ,"Mais aussi de domaines au-delà de la science , incarnés par Jacques Ruffié , Jacques Monod ou Henri Laborit ouvrant sur la question de ,  l' homme et la ville  ,. "
39,,,,,,, l' École  de paysage de Versailles .,Parfaite initiation aux quatre années déterminantes et fondatrices à  l' École  de paysage de Versailles . 
41,,,,,,, l' approche du site dans sa complexité ,"Directement ou indirectement , les trois associés de TER se sentent héritiers de l' extraordinaire vivier de personnalités de l' École de paysage de Versailles des années quatre-vingt : Bernard Lassus pour la nécessité de la conceptualisation , Gilles Clément pour l' attention au , vivant ,, Pierre Donadieu pour l' écologie , Marc Rumelhart pour la botanique , Alexandre Chemetoff pour  l' approche du site dans sa complexité  ou Michel Corajoud pour la pratique du projet fondé sur la géographie . "
42,,,,,,," l', atelier Le Nôtre ,","C'est finalement au sein de  l', atelier Le Nôtre , de ce dernier que naquit , en ce début des années quatre-vingt , la complicité qui unit Henri Bava et Michel Hössler . "
43,,,,,,, re-territorialiser ,"Michel Corajoud y prône l' art de  re-territorialiser  : il s'agit , à partir du décryptage du système d' interrelations existantes , de développer le projet de paysage à partir de cette complexité , sans rompre ce , déjà-là ,. "
44,,,,,,," peut créer l' événement ,","La leçon du concours du parc de La Villette Démonstration est faite en 1982 , par le concours international du parc de La Villette lancé par l' État français , qu'un parc urbain contemporain  peut créer l' événement , faire l' objet d' une attention internationale et marquer son époque : le parc n'est pas une compensation à la ville , il est la ville . "
45,,,,,,," ce concours ouvert ,","Nous participons tous trois à  ce concours ouvert , d' un côté Henri et Michel , bien qu'encore étudiants , de l' autre , Olivier au sein de l' équipe d' Alexandre Chemetoff . "
46,,,,,,, l' urbanité .,"Le résultat nous stupéfie : formés et habitués à nous concentrer sur le contexte , nous sommes déçus par la défaite de nos mentors ( Michel Corajoud , Alexandre Chemetoff ...) mais captivés par l' approche conceptuelle des deux finalistes , les architectes Bernard Tschumi et Rem Koolhaas , ciblant en particulier la programmation et les usages , dans une formalisation radicale , comme éléments essentiels de  l' urbanité . "
47,,,,,,, du projet—,"Grâce à La Villette , nous comprenons la nécessité de placer les usages et la programmation comme éléments essentiels  du projet— ce que notre formation n'avait jusqu'ici pas intégrés . "
48,,,,", plan libre",,, ces manifestations humaines une variation d' une richesse insoupçonnée ,"La magie de la pelouse, plan libre, de Bernard Tschumi nous fascine sans nous éloigner de l' attrait pour la complexité des paysages : les photographies aériennes du livre de Georg Gerster Le Pain et le sel nous ont initiés à la richesse formelle et graphique des territoires agricoles , elles nous offrent de  ces manifestations humaines une variation d' une richesse insoupçonnée  : les devinant , alphabet de la ville , ( Michel Corajoud ), nous pillons ces photos , de manière directe ou détournée ( avec les premiers photocopieurs ) pour donner du corps à la représentation en plan de ce que les architectes nomment encore souvent , les vides , et que nous appelons déjà , structures paysagères ,. "
49,,,,,,, la maîtrise d' ouvrage de La Villette ,"Olivier Philippe , après le concours , fait l' expérience quelques mois de  la maîtrise d' ouvrage de La Villette  ; "
50,,,,,,," la mise en chantier de la grande pelouse horizontale ,","il prépare  la mise en chantier de la grande pelouse horizontale , précisant les qualités indispensables de ce futur sol vivant , dévolu aux usages multiples , parfois intensifs . "
51,,,,,,, déploierons ,L'apprentissage de la précision de la résolution technique de cet espace public ouvert sur la ville nous influencera dans de nombreux projets que nous  déploierons  par la suite . 
53,,,,,,, des questions de paysage .,"Tous ceux qui ont approché Michel Corajoud ont probablement ressenti , comme nous , ce vertige du mélange entre discussions de proximité et préoccupations philosophiques autour  des questions de paysage . "
54,,,,,,, monde .,"Ses écrits n'en retiennent que l' essentiel , mettant en lumière une pensée continue qui se reflète dans le travail de l' Agence TER , motivant notre éthique de transformation du  monde . "
55,,,,,,," un interrègne où le ciel et la terre se rencontrent ,,",", La démesure informe le projet , : face aux éléments et à leur immensité , Michel Corajoud trouve une source d' apprentissage du projet , il intègre l' horizon , limite ultime perçue comme ,  un interrègne où le ciel et la terre se rencontrent ,, et le rapproche de notre échelle quotidienne . "
56,,,,,,, peut devenir l' horizon de l' autre .,"Au travers de l' observation des multiples rapports de voisinage , de proche en proche , il nous fait comprendre l' importance de considérer comment , par le projet de paysage , chaque site  peut devenir l' horizon de l' autre . "
57,,,,,,," les pratiques culturales et nourricières du potager du Roi de La Quintinie et les grandes compositions paysagères et urbaines d' André Le Nôtre , pour affirmer le paysagiste comme acteur principal du monde urbain .","Il a hybridé , à Versailles , son approche de la ville héritée de ses années à l' AUA , au contact de Henri Ciriani et de Paul Chemetov , avec  les pratiques culturales et nourricières du potager du Roi de La Quintinie et les grandes compositions paysagères et urbaines d' André Le Nôtre , pour affirmer le paysagiste comme acteur principal du monde urbain . "
58,,,,,,, d' imaginer des réponses à celles qui ne sont pas encore posées ,"Il a ainsi généré un nouvel apprentissage par le projet , qui porte plusieurs générations de paysagistes , par ce qu'il définissait comme un , processus ouvert , transdisciplinaire , qui permet de répondre aux questions contemporaines mais aussi  d' imaginer des réponses à celles qui ne sont pas encore posées  ,. "
60,,,,,,," l' idée de , travailler ensemble ","Très vite pendant les études , s'est imposée à Henri et à Michel , avec une certaine insouciance ,  l' idée de , travailler ensemble  ,. "
61,,,,,,," qu'à se développer ,","Nous imaginions pouvoir exercer , par le projet , un métier dont on cernait alors mal les contours mais dont on pressentait qu'il ne demandait  qu'à se développer , contrairement au modèle dominant de la pratique professionnelle individuelle ou pyramidale , incarnée par les pionniers du paysage . "
62,,,,,,," le concours ouvert du parc de La Villette ,","La première collaboration , encore étudiants , pour  le concours ouvert du parc de La Villette , en a été le déclencheur . "
63,,,,,,, l' urbanisation ,"L'aspiration est confortée par l' obtention du premier prix au concours des premiers ateliers de Cergy-Pontoise , ouvert aussi bien aux étudiants architectes qu'aux paysagistes , sur le thème de  l' urbanisation  d' une partie des coteaux de la boucle de l' Oise . "
64,,,,,,," le chantier du parc du Sausset ,","La rencontre avec Olivier Philippe révéla le trio : croisé lors du stage de fin d' études de Michel Hössler dans l' agence Alexandre Chemetoff , alors qu'Henri Bava exerçait dans celle de Michel Corajoud et suivait  le chantier du parc du Sausset , les deux agences étant liées dans une curieuse , rivalité fraternelle ,. "
65,,,,,,, la ,"Son expérience , alliée à son envie d' émancipation professionnelle , fut le déclic qui fit franchir le pas vers  la  création d' une , agence de paysage , commune . "
66,,,,,,, structuration paysagère et urbaine ,"En 1984 , le trio partage un atelier rue des Haudriettes , où Michel et Henri préparent leur diplôme , tout en travaillant sur des premiers projets associant ville et nature : Michel et Olivier sur le concours du parc Roi Baudouin à Bruxelles , dans une réponse très écologique qui obtiendra le prix spécial du jury , et Henri , lauréat avec une jeune équipe d' urbanistes du projet de  structuration paysagère et urbaine  du plateau des Angles près d' Avignon dans le cadre de Banlieues 89 . "
67,,,,,,, l' occasion d' un concours .,"Puis vient la question du nom , qui nous est posée à  l' occasion d' un concours . "
68,,,,,,," l' idée du partage à , trois ,",", AGENCE TER , est trouvé après un rapide brainstorming , réunissant  l' idée du partage à , trois , avec trois notions : ter , c'est trois fois en latin ; "
69,,,,,,," le travail à partir du matériau-substrat , terre ,"," le travail à partir du matériau-substrat , terre , et du socle commun à toute l' humanité ; "
71,,,,,,," , TER ,"," , TER , implique alors de construire un collectif de travail qui évoluera et transformera chacun d' entre nous . "
72,,,,,,, créer une société ,"La décision initiale , en avril 1986 , de  créer une société  gérée et partagée par les trois fondateurs a prévenu tout débat sur la paternité de chaque projet , pour se concentrer sereinement sur le contenu des projets du collectif . "
73,,,,,,, L'Agence TER était née , L'Agence TER était née  dans un modeste local du 3e arrondissement de Paris . 
74,,,,,,," privilégiant le contexte géographique et végétal avec son interprétation , nous singularise .","En cette fin des années quatre-vingt , nous avons conscience que notre formation ,  privilégiant le contexte géographique et végétal avec son interprétation , nous singularise . "
75,,,,,,," l' urbanisme ,","Nous n'avons pas pour autant le sentiment d' obéir à une doctrine fermée mais d' être mus par l' appétit de toutes formes de pensées et d' exercice de  l' urbanisme , non concurrentes et en articulation avec l' idée du projet , d' abord porté par son socle physique , géographique . "
76,,,,,,," l' urbanisme ,","Il nous est d' emblée apparu nécessaire de se mettre à l' épreuve des autres formes de pensées et de poursuivre une investigation croisée , diversifiée , du paysage et de  l' urbanisme , sous tous les aspects . "
77,,,,,,," , Œuvre ouverte ,","La plateforme TER , le projet comme  , Œuvre ouverte , DES PRINCIPES FONDATEURS Projeter avec la géohistoire des sites "
78,,,,,,, les processus d' évolution de ses milieux ,"Les caractéristiques spatiales propres à un territoire ( relief , hydrographie , architecture , végétal , climat ...), que nous articulons avec une approche historique et sociale du lieu , sont essentielles pour comprendre à la fois sa mémoire mais aussi  les processus d' évolution de ses milieux  à l' œuvre . "
79,,,,,,," sites en projet ,","Notre approche historique intègre la dimension anthropique des  sites en projet , l' histoire des sociétés qui les ont vécus , traversés , appropriés , parfois abandonnés ou réoccupés . "
80,,,,,,, ces territoires en mouvement .,"La géohistoire , conceptualisée par Fernand Braudel est un outil capable d' apporter un regard transversal et dynamique sur  ces territoires en mouvement . "
81,,,,,,, projet urbain ,"Considérer l' étendue , source de  projet urbain  Chaque territoire articule plusieurs paysages , plusieurs ambiances , du proche au lointain , qu'il faut décrypter . "
82,,,,,,, un espace ou une suite d' espaces qui peuvent être infiniment petits .,Aborder la grande dimension ne nous absout en rien de la considérer aussi comme  un espace ou une suite d' espaces qui peuvent être infiniment petits . 
83,,,,,,," , zonage ,","Autant de raisons de remplacer toute approche aveugle de  , zonage , sur le territoire par une approche de projet travaillant avec la dimension de continuité spatiale . "
84,,,,,,," l' élaboration des enchaînements spatiaux ,","Cette dimension concerne aussi bien les grands paysages , la recherche des horizons et les vues dégagées que  l' élaboration des enchaînements spatiaux , qui sont en ville déterminés surtout par la relation à l' architecture , comprise comme un acteur à part entière du système urbain . "
85,,,,"le plan de Rome , de Giambattista Nolli , en 1748",,, concevoir la ville.,"Elle se traduit , notamment , jusque dans les rez-de-chaussée et ses activités en continuité des espaces publics :le plan de Rome , de Giambattista Nolli , en 1748, demeure une de nos références principales pour  concevoir la ville. "
87,,,,,,," sa transformation ,","Pour considérer finement le site existant et  sa transformation , la coupe est l' outil absolu pour concevoir et exprimer la transversalité , depuis l' échelle du territoire jusqu'à celle des espaces publics . "
89,,,,,,," maintenir et protéger certains reliefs ou végétations ,","Les coupes de principe sur le territoire , sur ses limites , sur sa géographie , proposant des interventions situées , aussi bien que l' importance de  maintenir et protéger certains reliefs ou végétations , révèlent la réalité , l' amplitude et les potentialités d' un site . "
90,,,,,,," un écosystème composé par des strates recouvrantes , en canopée , ou des strates invisibles , géologiques , souterraines avec une qualité de sol qui crée les conditions du vivant végétal et des ambiances qui vont imprégner la ville .","Elles sont un outil de projet , à toutes les échelles , pour penser la ville comme  un écosystème composé par des strates recouvrantes , en canopée , ou des strates invisibles , géologiques , souterraines avec une qualité de sol qui crée les conditions du vivant végétal et des ambiances qui vont imprégner la ville . "
91,,,,,,," 55 000 hectares pour la nature , Bordeaux: révéler la géohistoire et la stratification des sites "," 55 000 hectares pour la nature , Bordeaux: révéler la géohistoire et la stratification des sites  pour penser l' urbanisme par le paysage . "
93,,,,,,, l' idée révélatrice au processus ouvert de projet ,"Du code source à l' open source , de  l' idée révélatrice au processus ouvert de projet  "
94,,,,,,, s'est progressivement mise en place ,"Au sein de l' agence , une règle du jeu  s'est progressivement mise en place  et paraît aujourd'hui naturelle pour tous . "
95,,,,,,, le projet ,"L'étape première qui déclenche  le projet  se formule comme un , code source ,. "
98,,,,,,, s'énonce clairement et qui ouvre à la discussion .,Le code source est ainsi une idée clé qui  s'énonce clairement et qui ouvre à la discussion . 
99,,,,,,," l' observation du territoire ,","Il n'est pas un compromis ou une addition de considérations , mais un concept issu de  l' observation du territoire , qui en révèle son essence . "
100,,,,,,, une impulsion .,Ce concept n'est pas forcément formel mais a vocation à donner  une impulsion . 
101,,,,,,, révéler le site ,"Il porte une dynamique qui permet de  révéler le site  et de construire un imaginaire , fil conducteur du projet . "
102,,,,,,, le projet ,"L'essentiel une fois défini , chacun ( associé , collaborateur , co-traitant ) peut nourrir  le projet  : ce fondement conceptuel permet la conduite d' équipes pluridisciplinaires ( constituée d' architectes , d' écologues , d' ingénieurs , de programmistes , etc .) sans cloisonner les spécialités . "
103,,,,,,," Une certaine , fluidité , dans le partage des idées "," Une certaine , fluidité , dans le partage des idées  s'en dégage . "
104,,,,,,," Les compétences et les champs disciplinaires se mêlent , dès lors que les principes sont posés ."," Les compétences et les champs disciplinaires se mêlent , dès lors que les principes sont posés . "
105,,,,,,," développement  de l' Euregio Meuse-Rhin , la Métropole verte , que cette méthode a pu être pleinement testée : le , code source , de l' horizon géologique minier , triplement national , devient , open source , par le  développement ","C'est dans le cadre de l' étude stratégique de  développement  de l' Euregio Meuse-Rhin , la Métropole verte , que cette méthode a pu être pleinement testée : le , code source , de l' horizon géologique minier , triplement national , devient , open source , par le  développement  d' initiatives locales associées à un projet de mobilités . "
106,,,,de programmes locaux porteurs d' attractivité culturelle,,, fédéré et activé ,"Le territoire se trouve ainsi défini ,  fédéré et activé  à partir de son sous-sol géologique , la plaque de houille , identité partagée par les cinquante communes concernées , activant une sériede programmes locaux porteurs d' attractivité culturelleet de désir de vivre. "
107,,,,,,, le projet .,"Le cap général ayant été donné par le code source , chacun peut intervenir , voire infléchir  le projet . "
108,,,,,,," L'open source devient , œuvre ouverte ,,"," L'open source devient , œuvre ouverte ,, selon le concept de Umberto Eco . "
109,,,,,,," loin d' être terminé ,","Elle induit que le projet qui ,  loin d' être terminé , s'enrichisse au contact de nombreuses appropriations . "
110,,,,,,, Cette ouverture extrême , Cette ouverture extrême  est rendue possible par la force du code source . 
111,,,,,,, s'énonce clairement et qui ouvre à la discussion .,La code source est ainsi une idée clé qui  s'énonce clairement et qui ouvre à la discussion . 
112,,,,,,," l' observation du territoire ,","Il n'est pas un compromis ou une addition de considérations , mais un concept issu de  l' observation du territoire , qui en révèle son essence . "
114,,,,,,," relie les centres-villes ,","Une couche oblongue de 180 km de long par 30 de large , socle transnational d' un réseau articulé autour de deux grandes routes structurantes : l' une , métropolitaine ,  relie les centres-villes , l' autre , cyclable , longe les cours d' eau et relie les parcs , complétées par le développement de nombreux projets intercommunaux ciblés . "
117,,,,,,," s'est avérée justifiée , au cours des années , et sur le désir de privilégier le projet sur toute autre considération .","La cohésion repose sur une estime et une confiance mutuelle de chacun , qui  s'est avérée justifiée , au cours des années , et sur le désir de privilégier le projet sur toute autre considération . "
118,,,,,,, d' un processus inclusif .,"Le projet est le quatrième et principal associé , , personnage , central , mû par une dynamique propre , qu'il faut , nourrir , tout le long  d' un processus inclusif . "
119,,,,,,," l' agence , nous avons bien trois tables , une pour chacun des trois associés ,","Dans la grande pièce commune de  l' agence , nous avons bien trois tables , une pour chacun des trois associés , et une quatrième , la plus grande , celle du projet que stimulent nos collaborateurs . "
120,,,,,,," d' ingénierie environnementale ,","Une cinquantaine de collaborateurs compose aujourd'hui l' agence parisienne , sortant bien sûr d' écoles de paysage et d' architecture , mais aussi  d' ingénierie environnementale , d' instituts d' urbanisme , de formations artistiques ou techniques plus spécialisées , intéressés par des disciplines extrêmement variées , scientifiques , de sciences humaines et sociales , et même de lettres supérieures . "
121,,,,,,, la création de l' Agence TER ,"L'agence est riche de cette diversité qui croise une formidable envie de projet autour de l' urbain , considérant la complexité de ce domaine , et qui ne cesse d' évoluer depuis  la création de l' Agence TER  il y a plus de trente ans . "
123,,,,,,," nous adapter et à adapter notre profession à un monde en mouvement ,","Nous cherchons constamment à  nous adapter et à adapter notre profession à un monde en mouvement , à remettre en perspective la pratique , à établir des échanges , à ouvrir la discipline au regard des autres pour mieux l' ajuster et anticiper . "
124,,,,,,, l' évolution ,"Convaincus que le paysagiste concepteur est un acteur clé pour  l' évolution  d' un modèle urbain aujourd'hui encore plus territorialisé que dans les premiers pas de la profession , l' Agence TER explore davantage les métabolismes urbains . "
125,,,,,,, la  mutation de l' agriculture et à l' indispensable développement des énergies renouve la ,"Face au changement climatique , face à  la  mutation de l' agriculture et à l' indispensable développement des énergies renouve la bles , les perspectives pour l' enseignement du paysage doivent passer nécessairement par une approche urbaine écosystémique . "
126,,,,,,," Notre expérience d' enseignement s'est déployée principalement au contact des étudiants paysagistes de l' école de Versailles , des étudiants architectes de Karlsruhe et de Marne-la-Vallée , enfin à Harvard , en ateliers interdisciplinaires ."," Notre expérience d' enseignement s'est déployée principalement au contact des étudiants paysagistes de l' école de Versailles , des étudiants architectes de Karlsruhe et de Marne-la-Vallée , enfin à Harvard , en ateliers interdisciplinaires . "
127,,,,,,, la création de l' agence .,"L'enseignement du paysage à l' attention des étudiants paysagistes a commencé dès 1988 , soit deux ans seulement après  la création de l' agence . "
128,,,,,,, l' École de paysage de Versailles .,"À la demande de Michel Corajoud , le trio dirige un atelier projet à  l' École de paysage de Versailles . "
129,,,,,,," projets de grands territoires ,","Après le départ de Michel Hössler en Guyane ,  Olivier Philippe  et Henri Bava poursuivront ensemble , jusqu'en 1998 , l' enseignement des  projets de grands territoires , puis ,  Olivier Philippe  poursuivra à Versailles la direction d' ateliers pendant une dizaine d' années . "
130,,,,,,, les nouvelles postures de concepteur .,"Aujourd'hui , les trois associés y interviennent ponctuellement , transmettent leur expérience et accompagnent la jeune génération dans  les nouvelles postures de concepteur . "
131,,,,,,," l' impulsion des premiers concours lauréats en Allemagne , se présente au concours international de professeur de paysage à la faculté d' architecture de l' Université de Karlsruhe ,","En 1998 , Henri Bava , sous  l' impulsion des premiers concours lauréats en Allemagne , se présente au concours international de professeur de paysage à la faculté d' architecture de l' Université de Karlsruhe , en succession du paysagiste suisse Dieter Kienast . "
132,,,,,,," deviendra en 2015 , ville et paysage ","Désigné lauréat , il assume la direction de l' Institut du , paysage , qui  deviendra en 2015 , ville et paysage  ,. "
134,,,,,,," La recomposition de l' équipe de maîtrise d' œuvre des projets de paysage ,"," La recomposition de l' équipe de maîtrise d' œuvre des projets de paysage , plus étoffée en compétences sur le vivant et scientifiques , est à l' origine d' une nouvelle tendance doctorale qui évolue au sein du KIT ( Karlsruhe Institute of Technology ), regroupant l' université à un centre de recherche . "
135,,,,,,," l' eau , des sols , du climat ), architectes et urbanistes , équipes cosmopolites s'inspirant des sensibilités des différentes cultures en jeu .","Cette école associe paysagistes , ingénieurs ( de  l' eau , des sols , du climat ), architectes et urbanistes , équipes cosmopolites s'inspirant des sensibilités des différentes cultures en jeu . "
136,,,,,,, le projet urbain .,L'émulation interdisciplinaire constitue une réelle force de proposition pour  le projet urbain . 
137,,,,,,," le projet architectural , urbain et territorial .","Depuis 2015 , Michel Hössler , enseigne à l' École nationale supérieure> d' architecture de Paris-La Villette dans le cadre d' ateliers de projets sur la démarche paysagère pour  le projet architectural , urbain et territorial . "
138,,,,,,, opérations d' aménagement ),"Après avoir suivi lui-même des formations en urbanisme réglementaire ( passage du pos au plu ou élaboration du Scot ) lui permettant de fournir un certain nombre de clés de compréhension des domaines entrant en jeu dans le projet urbain ( les politiques foncières ou les bilans des  opérations d' aménagement ) et parfois éloignées des préoccupations premières du trio , Michel Hössler obtient un DESS de maîtrise d' ouvrage du projet urbain à l' Institut d' urbanisme de Paris en 2004 . "
139,,,,,,, un lieu de fertilisations croisées ,"Invités souvent à diriger un , studio , à la Graduate School of Design de Harvard , suite à la rencontre de Charles Waldheim avec Henri Bava à l' université de Karlsruhe , nous y découvrons une coexistence quasi idéale entre architecture , urbanisme et paysage , sous le même toit :  un lieu de fertilisations croisées  entre ces trois départements distincts , autorisées , voire souhaitées . "
140,,,,,,, l' échelle territoriale ,"Notre enseignement de la pratique du projet de paysage à  l' échelle territoriale  y sera remarqué , car rare dans un pays où les politiques publiques restent très limitées . "
141,,,,,,, landscape urbanism .,"Nous participons à alimenter le livre et l' exposition Ecological Urbanism , portée par le Dean Mohsen Mostafavi , qui tentait ainsi une nouvelle avancée après l' approche théorique de Charles Waldheim , chantre du  landscape urbanism . "
142,,,,,,," l' École française  du paysage ,","Nous nous estimons représentants de ,  l' École française  du paysage , ( celle d' Alphand , de Corajoud et de Chemetoff ) et que cette école de pensée inclut tacitement les réflexions de ces deux théoriciens américains , et les a précédées . "
143,,,,,,, l' intégration de la question écologique .,"Nous comprenons alors la nécessité de témoigner et d' écrire pour combler le manque d' écrits théoriques , côté français , en matière de paysage , d' urbanisme et de  l' intégration de la question écologique . "
145,,,,par la loi Paysage</lieu,,," ses expériences d' enseignement , Henri Bava et Olivier Philippe intègrent la première vague des paysagistes-conseils de l' État ,","Parallèlement à  ses expériences d' enseignement , Henri Bava et Olivier Philippe intègrent la première vague des paysagistes-conseils de l' État , portée par la loi Paysage> de 1993 de la ministre Ségolène Royal. "
