phrase_id,balise_lieu_obj,balise_lieu_loc,balise_act,balise_doc,balise_perc,balise_tps,balise_dyn,phrase
80,,,,,"les parties agglomérées,",,"les parties agglomérées,","- dans les parties agglomérées, elles seront parfois en Viaduc ou en S outerrain. "
81,,,,,seront doublées latéralement,,seront doublées latéralement,"Dans la campagne, elles seront doublées latéralement par des Voies destinées à recevoir les circulations secondaires. "
83,,,,,le tracé d’une artère,,le tracé d’une artère,"Cette Voie emprunte sur la plus grande partie de son par, cours le tracé d’une artère depuis longtenp projetée; "
85,,,,,"la Croix de lToailles,",,"la Croix de lToailles,","Courbevoie, et elle aboutit à la Croix de lToailles, au milieu de la Forêt de Eaint-Cermain. "
86,,,,,"se divise en deux branches, l’une au Nord pour gagner la Nationale N° 14",,"se divise en deux branches, l’une au Nord pour gagner la Nationale N° 14","Cette Voie, se divise en deux branches, l’une au Nord pour gagner la Nationale N° 14 en évitant Pontoise, - l’autre ver l’Ouest, rejoignant la Nationale 1 190, vers Chambourcy.- "
87,,,,,"permettent de gagner les Plages de la Ianche et de Morzandie,",,"permettent de gagner les Plages de la Ianche et de Morzandie,","Ces deux branches permettent de gagner les Plages de la Ianche et de Morzandie, indépendamment de toutes lee routes actuiles. "
88,,,,,Cette artère,,Cette artère,Cette artère sera composée d'une très large plateforme axiale et de deux amples Voles latérales. 
89,,,,,sera traitée en Auto—Route,,sera traitée en Auto—Route,"La plateforme axiale sera traitée en Auto—Route sans aucun oroisement , mais en liaison avec les Voies latérales disposées en éue d’éviter tout recoupement de la circulation. "
90,,,,,donneront accès.,,donneront accès.,Les Voies latérales devront assurer très largement la circulation résultant des nombreuses artères auxquelles elles donneront accès. 
91,,,,Plan,de grandes et esthétiques créations urbaines,,de grandes et esthétiques créations urbaines,"Cette très importante Voie est destinée à donner naissance sur tout son parcours à de grandes et esthétiques créations urbaines , non encore indiquées sur le présentPlan, maie qui seront précisées sur les Plans au 1/10.000 au fur et à mesure de leur établies ement • O ROUTE DE L’OUEST. "
92,,,,,"l’adhésion de lu Direction des Beaux-Arts, en ce qui concerne le Parc de St» Cloud.",,"l’adhésion de lu Direction des Beaux-Arts, en ce qui concerne le Parc de St» Cloud.","Oette Voie, étudiée depuis plusieurs années sous lee auspices du Ministère des Travaux Publics a reçu l’adhésion de lu Direction des Beaux-Arts, en ce qui concerne le Parc de St» Cloud. "
94,,,,,parties aménagées,,parties aménagées,"Cloud à la Grille du Paro, pusse sou celui-ci à l'aide d’un Tunnel pour sortir hors dee parties aménagées du Parc. "
96,,,,,la traversée du Parc de St» Cloud,,la traversée du Parc de St» Cloud,L’étude de la traversée du Parc de St» Cloud a donné lieu à deux solutions : a) l’une a l’aide d’un Viaduc et partiellement en tranohée• b/ l’autre au moyen d’un tunnel. 
97,,,,,"s’élever d l’aide d’un Viaduc passant entre la vanur-oturo de Sèvres et le Pavillon do Breteud puis, 11 suivrait branches, dont l'une traversant la Forêt de larly aboutit à la nationale N° 190 vers Chambourcy et l’autre pas gant à l‘0uest du Parc de Versailles rejoint la nationale 11° 10, un peu avant Trappes, à proximité du futur Aéroport transatlantique*",,"s’élever d l’aide d’un Viaduc passant entre la vanur-oturo de Sèvres et le Pavillon do Breteud puis, 11 suivrait branches, dont l'une traversant la Forêt de larly aboutit à la nationale N° 190 vers Chambourcy et l’autre pas gant à l‘0uest du Parc de Versailles rejoint la nationale 11° 10, un peu avant Trappes, à proximité du futur Aéroport transatlantique*","Le tracé de lu première solution logerait le du Paro pour s’élever d l’aide d’un Viaduc passant entre la vanur-oturo de Sèvres et le Pavillon do Breteud puis, 11 suivrait branches, dont l'une traversant la Forêt de larly aboutit à la nationale N° 190 vers Chambourcy et l’autre pas gant à l‘0uest du Parc de Versailles rejoint la nationale 11° 10, un peu avant Trappes, à proximité du futur Aéroport transatlantique* "
98,,,,,tracée,,tracée,"Cette Auto-Route, depuis St. Cloud jusqu’à Chambourcy est, en grande partie tracée sur des terrains du Domaine de l’Etat. "
99,,,,,"permet de gagner toutec lee Plages de la Ianche, de Bretagne et de l‘0céan,",,"permet de gagner toutec lee Plages de la Ianche, de Bretagne et de l‘0céan,","La route de St* Cloud permet de gagner toutec lee Plages de la Ianche, de Bretagne et de l‘0céan, sans croisement dans la Région Parisienne. "
100,,,,"au delà du tunnel, sur le présent Plan","rejoindre un tracé voisin de celui qui est proposé,",,"rejoindre un tracé voisin de celui qui est proposé,","stère du Paro, limitrophe de l’Agglomération de Sèvres, pour rejoindre un tracé voisin de celui qui est proposé,au delà du tunnel, sur le présent Plan. "
101,,,,,"réalisation,",,"réalisation,","Cette solution a présenté des difficultés de réalisation, notamment uns importante tranchée qui l’on fait écarter, malgré les avantages d'une Voie entièrement à l'air libre. "
103,,,,,l’avantage de laisser cette Voie d’accès au Paro tout à fait indépendante de l’Auto-Route.,,l’avantage de laisser cette Voie d’accès au Paro tout à fait indépendante de l’Auto-Route.,"Deux d'entre eux passaient sous l’Avenue accédant à la Grille du Parc, ayant l’avantage de laisser cette Voie d’accès au Paro tout à fait indépendante de l’Auto-Route. "
104,,,,,se raccordaient mal avec lee circulations existantes.,,se raccordaient mal avec lee circulations existantes.,Ces deux solutione étalent à des titres divers genées par lee Casernes du bas Paro et oela meme se raccordaient mal avec lee circulations existantes. 
105,,,,,serait entièrement exéduté,,serait entièrement exéduté,"Un argument de construction a prévalu en faveur de la solution présentée où le tunnel serait entièrement exéduté dans le calcaire, alors que par lee deux autres solutions, le tunnel traverserait une profonde couche de marne- "
106,,,,,présente une moindre pente que les autres tracés,,présente une moindre pente que les autres tracés,Enfin il présente une moindre pente que les autres tracés et il est d’une moindre longueur. 
107,,,,,l'élargissement de l’accès au Parc,,l'élargissement de l’accès au Parc,"Le projet adopté prévoit l'élargissement de l’accès au Parc à l’aide de deux contre-allées, dont l’une serait réservée à 1’ accès des promeneurs, la vole actuelle formant la partie centrale du profil, étant réservée à l’accès et au débouché du tunnel. "
108,,,,,la.liaison,,la.liaison,"Il n’a pas échappé à la Commission chargée de suivre ces études que des critiques pourraient être formulées à l’égard de cette disposition, notamment au sujet de la.liaison de ce tunnel avec le Bois de Boulogne où ae ramifie la plue grande partie de la circulation accédant au Pont de Saint-Cloud» "
109,,,,,d’expropriation,,d’expropriation,Le débouché du tunnel fut envisagé sur la rlaoe de St.Cloud dans l’axe du Pont élargi mais lee difficultés d’expropriation ont été prée entées comme insurmontables du fait que la Plade de St- Cloud est le lieu d’une fête célèbre dans la Région 'Parisienne.- Cet argument a paru péremptoire. 
110,,,,,immédiatement réalisable,,immédiatement réalisable,"La solution présentée, malgré oes inconvénients a l’axranta-ge d’être immédiatement réalisable ; "
111,,,,,les expropriations nécessaires,,les expropriations nécessaires,les expropriations nécessaires au dégagement de l’entrée du tunnel sont peu importantes et tout le reste du tracé est en grande partie sur des terrains du Domaine de l’Etat» ■ O O o La route de l’Ouest a provoqué d’intéressantes suggestions 
112,,,,,Sortir de Paris par le Bols de Boulogne.,,Sortir de Paris par le Bols de Boulogne.,Elles ont en général un point commun : Sortir de Paris par le Bols de Boulogne. 
113,,,,,le prolongement de 1’ Avenue du Bols de Boulogne,,le prolongement de 1’ Avenue du Bols de Boulogne,Plusieurs propositions préconisent le prolongement de 1’ Avenue du Bols de Boulogne par une Vole rectiligne prenant tais-canoë peu après l’extrémité Ouest de oette Avenue. 
115,,,,,"croisements à niveau,",,"croisements à niveau,","4e gang croisements à niveau, dissimulée à travers les mabbilb’ about ira.it aux rives de la Jeine• "
117,,,,,l'Exposition de 1937.,,l'Exposition de 1937.,"notamment , lors du Concoure relatif à l’emplacement de l'Exposition de 1937. "
118,,,,,paeeer en tunnel sous le Mont Valérien et gagner Rooquencourt,,paeeer en tunnel sous le Mont Valérien et gagner Rooquencourt,Certaine tracée franchissaient la Seine en aval du Pont de Suresnes pour paeeer en tunnel sous le Mont Valérien et gagner Rooquencourt par les Bols de St. Cuoufa. 
119,,,,,"traversaient la Seine à l'emplacement même de la passerelle-aqueduc de l’Avre, mais ils rencontraient des difficultés pour accéder sur les Collines dominant la Vallée.",,"traversaient la Seine à l'emplacement même de la passerelle-aqueduc de l’Avre, mais ils rencontraient des difficultés pour accéder sur les Collines dominant la Vallée.","D'autres traversaient la Seine à l'emplacement même de la passerelle-aqueduc de l’Avre, mais ils rencontraient des difficultés pour accéder sur les Collines dominant la Vallée. "
120,,,,,ces tracés présentaient pour sortir de Paris par le Bois de Boulogne.,,ces tracés présentaient pour sortir de Paris par le Bois de Boulogne.,Ces différentes conceptions ont été examinées à cause des facilités que ces tracés présentaient pour sortir de Paris par le Bois de Boulogne. 
121,,,,,soit impossible de gagner les parties élevées de la rive gauche.,,soit impossible de gagner les parties élevées de la rive gauche.,"- Il semble que, sans tunnel, il soit impossible de gagner les parties élevées de la rive gauche. "
122,,,,,"la nature du sous-sol,",,"la nature du sous-sol,","Aucune reconnaissance n'a été faite en vue de déterminer la nature du sous-sol, suivant ces deux propositions. "
123,,,,,"le projet de tunnel sous le Parc de St. Cloud,",,"le projet de tunnel sous le Parc de St. Cloud,","Seul, le projet de tunnel sous le Parc de St. Cloud, a été jalonné par des sondages, dont les résultats ont constitué un élément décisif en faveur de la solution préconisée par les Services du Département de Seine et Oise, lors de l’examen des propositions soumises à la Commission réunie à cet effet, sous lee auspices de Monsieur le Ministre des Travaux Publics. "
124,,,,au Plan de 1'Aménagement,"immédiatement réalisable,",,"immédiatement réalisable,","Le Comité Supérieur de la Région Parisienne a décidé d'inclure intégralement ce projet, immédiatement réalisable,au Plan de 1'Aménagement. "
126,,,,,un grand espace Agricole,,un grand espace Agricole,"Il existe, au Sud de Paris, un grand espace Agricole à proximité de la limite de la Capitale. "
127,,,,,se sont élevées,,se sont élevées,Cet espace est compris entre les Agglomérations qui se sont élevées en bordure de la Route Nationale N 7 et de la Route nationale N° 20. 
130,,,,,des étranglements auxquels il est difficile de remédier.,,des étranglements auxquels il est difficile de remédier.,Toutes deux ont des étranglements auxquels il est difficile de remédier. 
131,,,,,les Départements du Centre et du Midi de la France.,,les Départements du Centre et du Midi de la France.,"Elles sont parcourues par une intense circulation intercommunale, incompatible avec la circulation à grand trafic de Paris avec les Départements du Centre et du Midi de la France. "
132,,,,,ces deux Voies.,,ces deux Voies.,La Voie proposée passe sensiblement à égale distance de ces deux Voies. 
133,,,,,"l’une aboutit à la nationale N° 20,",,"l’une aboutit à la nationale N° 20,","Elle se divise en deux artères, dont l’une aboutit à la nationale N° 20, au end d’Argajon, évite Arpajon "
135,,,,,reliée à la nationale 1° 7,,reliée à la nationale 1° 7,"- Chatenay _ Bourg-la.-Reine etc... et l’autre reliée à la nationale 1° 7 au eud d'Essonnes, vere Plesete-chenet, évite oomplè tenent lee traversées de Villejuif, de Juviay, de Rie-Orangis et d'Essonnes . "
137,,,,,La liaison de cette auto-route,,La liaison de cette auto-route,La liaison de cette auto-route avec Paris a été assurée par deux branches en raison du nombre considérable de véhicules qu'elle est appelée à recevoir. 
138,,,,,"L'une de ces branches aboutit au Boulevard circulaire à la Porte d’Italie,",,"L'une de ces branches aboutit au Boulevard circulaire à la Porte d’Italie,","L'une de ces branches aboutit au Boulevard circulaire à la Porte d’Italie, à l’aide d’un Passage souterrain. "
139,,,,,"la diffusion des véhicules par le Boulevard circulaire dans les Cuartiers de la périphérie de la Capitale,",,"la diffusion des véhicules par le Boulevard circulaire dans les Cuartiers de la périphérie de la Capitale,","- Elle assure la diffusion des véhicules par le Boulevard circulaire dans les Cuartiers de la périphérie de la Capitale, "
140,,,,,"franchit à l’aide d’un court viaduc la Vallée de la Bièvre, passe sous la ligne du Chemin de fer de Sceaux puis pénètre dans Parie,",,"franchit à l’aide d’un court viaduc la Vallée de la Bièvre, passe sous la ligne du Chemin de fer de Sceaux puis pénètre dans Parie,","L'autre se détachant de la branche précédente, au Sud du Fort de Bicetre, franchit à l’aide d’un court viaduc la Vallée de la Bièvre, passe sous la ligne du Chemin de fer de Sceaux puis pénètre dans Parie, à l’aide d’un tunnel passant sous les terrains de la Cité Universitaire (sans gêner aucune construction) et sous une partie du Parc de Monts ouris pour déboucher à l’extrémité de l'Avenue du Parc de Montsouris en liaison directe avec les voies convergeant à la Place Denfert-Rochereau. "
141,,,,,relie,,relie,"Cette Auto-Route relie donc directement le centre de Paris et notarment la- Place de la Concorde aux routes de Nice et de Biarritz, par le Boulevard St. Germain, le Boulevard Raspail et l'Avenue du Parc Monts ourle , sans traverser aucune agglomération. "
142,,,,,la réalisation d’une double opération,,la réalisation d’une double opération,"Oe tracé de la route du Sud, coïncide très heureusement aved celui de ‘Aqueduc des Vais de Loire, facilitant la réalisation d’une double opération dont l’importance est capitale pour Paris. "
144,,,,,l’Europe Centrale.,,l’Europe Centrale.,"Cette vole Intéresse tout voyageur venant de Metz, Nancy, Strasbourg, BSle et l’Europe Centrale. "
145,,,,,l’extrémité Mord du Champ de caurdes.,,l’extrémité Mord du Champ de caurdes.,"Elle prendrait nsdegalnoe au carrefour de Beauté, a la 14e 1ère Est du Bols de Tanoennob, et à l’extrémité Mord du Champ de caurdes. "
