Unnamed: 0|sentence|dynamic|annotation
50|La péninsule s’est agrandie successivement, car les terrains étaient toujours insuffisants et la mer peu profonde.|1|1
62|La proposition prétendait conserver cette ligne de côte si pleine de détails et de construire deux grandes plates-formes, l’une tournée vers l’est et l’autre vers le sud, très géométriques, comme deux grands navires ancrés dans les eaux de la péninsule.|1|1
68|Les villes que j’ai visitées au Brésil sont très différentes des villes fondées par les Espagnols.|1|0
128|Une voie traverse un autre quartier clandestin, à côté de l’école, et deux vieux moulins.|0|0
169|Et c’est là le défi à l’expérience et à la tradition qualitative de la planification urbaine et architecturale de La Haye.|1|0
135|J’ai ensuite pensé à la nécessité d’un axe est-ouest traversant tout le secteur, ainsi que la ligne d’eau, reliant le nouveau lieu à la ville ancienne.|1|1
5|Il n’y a pas de désert, si l’on est quelque part.|0|0
20|Que rien de ce que je fais ne peut avoir valeur de modèle.|0|0
82|À Lisbonne, le contraste entre le tissu fragmenté, presque cubiste, influencé par la culture arabe, et les grandes constructions, les grands palais, m’a toujours impressionné.|0|0
70|L’implantation espagnole – encore valable aujourd’hui – réunit toute la sagesse urbanistique des temps les plus anciens.|1|0
54|Le rythme de développement de cette région, en ce moment, est particulièrement intense, sous l’influence des liaisons avec Hong Kong et Canton.|1|1
86|L’intervention au Chiado, nécessaire après l’incendie de 1988, consiste en la reconstruction de certaines parties de ce grand édifice préfabriqué qu’est la Baixa.|1|1
130|Du terrain, on a une très belle vue d’Évora, ville de granit et de marbre (ce qui arrive rarement) : émergent la cathédrale, une église romane et un théâtre néoclassique.|0|0
93|Pour garantir l’isolation thermique ont été utilisées par exemple deux fenêtres parallèles, conservant ainsi le profil délicat des fenêtres existantes.|0|1
205|Il est particulièrement déroutant, par exemple, et inconfortable, qu’on ne reconnaisse pas immédiatement les accès aux tours.|0|0
100|Le Chiado doit être traversé, puisqu’il relie deux quartiers importants de la ville: le Bairro Alto et la Baixa; un des plus anciens accès de Lisbonne, encore aujourd’hui lieu de rencontre constamment fréquenté.|1|1
76|De ces deux matrices, architecture locale et internationale, pouvait venir la référence essentielle pour la nouvelle architecture de la ville.|1|0
87|Un des éléments constitutifs de l’intervention du XVIIIe siècle, que le projet récupère, c’est la « cage ».|1|1
49|En fait, l’attention aux paramètres géologiques est une constante dans l’histoire de Macao, étant donné la longue tradition dans la conquête de terrain sur la mer.|1|0
71|Elle a souffert des multiples transformations, et constitue le tracé des nouveaux développements clandestins dans la périphérie des villes.|1|1
124|[…] Quand j’ai visité pour la première fois le site, j’ai noté une multiplicité de présences.|0|0
118|Sur ce secteur existait un plan, élaboré à la fin des années 1960, qui prévoyait la construction de bâtiments hauts, quelques-uns d’ailleurs réalisés, en menaçant le profil de la ville.|1|1
221|Ce qui est étrange dans la vie et la culture contemporaines, c’est le constant manque d’équilibre, ces attitudes en zigzag qui passent indifféremment d’un opposé à un autre, sans souci d’inclusion.|0|0
179|Chercher avec désir et plaisir la beauté des villes – Montreuil [3]|0|0
131|J’ai commencé par étudier la grande vitalité du quartier de Santa Maria, soutenue par la présence de petites activités économiques.|0|0
114|La possibilité de suivre avec continuité le plan a été décisive dans la mise en œuvre du projet urbain.|1|1
174|La recherche sur les techniques de récupération, incluant les incidences sur les coûts matériels et sociaux, est à développer.|0|0
167|La contradiction entre le désir de préserver et le désir de changer, qui, dans une appréciation superficielle, pourrait être interprétée comme une opposition entre les habitants hollandais et immigrés, a des racines différentes plus profondes ; elle constitue le support fondamental de la transformation urbaine non répressive et non instrumentale.|1|1
122|La commande pour l’élaboration du plan m’a été faite par la municipalité, tandis que le projet des maisons m’a été confié par l’association des habitants.|1|0
137|Cette croix constitue la structure de l’intervention et, à partir de cette structure, la discussion a commencé.|1|0
148|En vérité, puisque les financements dont je disposais prévoyaient seulement la construction des logements, je sentais la limitation donnée par une seule échelle.|1|0
158|L’optimisme et la conviction, caractérisant les années 1950, et l’exigence d’efficacité et de rapidité, ont produit et mis en valeur des modèles universels, presque indépendants de tout contexte.|0|0
246|L’architecture et les architectes perdent peu à peu cette faculté de faire et cela les affecte.|0|0
65|L’organisation de ces plates-formes est constituée essentiellement d’une grille semblable à celle utilisée pendant la colonisation philippine, avec un module de 144 x 144 mètres.|0|0
40|Néanmoins, ce bref épisode n’a pas eu de suite et aujourd’hui aucune correspondance n’existe dans les multiples volontés de transformation.|0|0
102|Je suis opposé à cette solution qui aggrave les problèmes de trafic et produit l’insécurité la nuit, cause de la fuite des habitants.|0|0
12|Certains de mes projets ont provoqué de longs débats avec des groupes organisés de résidents ou de futurs résidents.|1|0
92|Des altérations ont été introduites seulement là où il était nécessaire d’améliorer le confort.|0|0
144|Cette peur de la monotonie est un défi à la recherche de différence qui ne peut pas se résoudre à une question d’esthétique, car s’il en était ainsi, le résultat apparaîtrait tout de suite non naturel, caricaturé ou inventé.|0|0
225|Ce qu’il faut, et qui est à l’origine de mon travail, c’est créer comme une grille.|1|1
60|Il était donc nécessaire de prendre en compte non seulement la relation entre la forme de la péninsule et les nouveaux espaces à construire, mais aussi entre le tissu ancien et celui que l’on proposait.|1|1
177|L’expérience existante discrédite l’apologie des méthodologies universelles, ou plus particulièrement des « techniques et des techniciens de la participation ».|0|0
17|Ce qui est vrai, c’est que les bâtiments m’ont fait découvrir l’obstination d’un artisan ou l’opinion d’un passant, qui regarde et qui juge.|0|0
37|Álvaro SIZA [1] SAAL: service mobile d’appui local, opérations de restructuration de logements sociaux avec la participation des habitants et des architectes urbanistes.|1|1
218|[…] Par principe, je suis contre l’idée de démolitions de structures existantes bien souvent réutilisables, parce qu’on nie l’histoire et une quantité de choses qui vont avec: bois, pierres, enduits – travaillés ou non, qu’importe –, une quantité de choses.|1|1
108|Un aspect qui m’impressionne beaucoup dans l’architecture et la ville de notre époque est l’empressement avec lequel on veut tout porter à l’achèvement.|1|0
72|À l’inverse, les villes portugaises cherchent des lieux beaucoup plus accidentés pour que les caractéristiques propres au terrain puissent aider la construction.|1|1
4|Un site vaut pour ce qu’il est, ce qu’il peut ou désire être – deux choses qui s’opposent peut-être, mais qui ne sont jamais sans rapport.|0|0
236|Les longs crépuscules sur Venise où chaque monument est traité comme un détail.|0|0
242|Ce serait beau de fixer les synthèses que l’on devine ou que l’on suppose, d’universaliser les surprises de la lumière que le soleil du Sud permet.|0|0
206|Je propose d’isoler les tours, de les libérer des volumes parasites de deux ou trois étages qui s’agrippent à elles, donnant cette présence monstrueuse et sans rapport avec ces tours.|1|1
155|En réalité la préoccupation morphologique de l’ensemble était très vivante, et ces lieux commencent à être remplis.|1|1
147|Quelqu’un retient que la référence de cette structure a été l’aqueduc d’Évora, qui, en effet, m’a impressionné.|0|0
184|La non-considération de la vérité topographique (talweg), de la présence de petits lotissements et des divisions antérieures du sol (murs à pêches) me fait penser qu’on a travaillé ici comme sur une feuille blanche.|0|1
164|L’approfondissement des débats a donné lieu à un engagement progressivement élargi des habitants.|0|0
0|En guise de préambule On me demande souvent de parler de mon travail.|0|0
224|On retrouve le respect des îlots où l’idée de la rue est présente… Mais ce sont des expériences dispersées.|0|0
240|Pour ma part, je m’étonne, qu’issus de mains étrangères, on s’intéresse peu au charme des mille nuances de gris d’un enduit, à celui de la brique noircie, aux grands murs aveugles, aux rythmes réguliers des fenêtres qui s’interrompent aux angles ou qu’alors quelque chose d’extérieur à l’architecture survienne.|0|1
36|Et pourtant des expériences positives ont été réalisées par le passé, comme le démontrent celles du SAAL[1], à Porto, dans la période immédiatement après la révolution de 1974.|0|0
160|Une critique sans pitié des principes diffusés par les Congrès internationaux d’architecture moderne (CIAM) s’est ainsi généralisée, oubliant que le souffle créateur de la pratique qui les avait inspirés n’aurait pas résisté à leur application automatique et bureaucratisée.|0|0
69|Ces derniers ont choisi les plates-formes de niveaux, sur lesquelles s’étendait la grille, définie très précisément par le code philippin.|0|1
193|Mais si on se promène dans les rues qui vont du centre vers la périphérie, on découvre un autre monde: une ville avec une quantité de vert, l’intérieur des îlots ménageant de petits patios, des petits jardins, des activités diverses, de la petite industrie, des magasins… […] Il y a, sous-jacent à tout cela bien sûr, la présence des murs à pêches qui donnent ce caractère si fort à Montreuil.|0|1
9|À Porto, c’est l’un des seuls lieux où l’on peut être anonyme, et se concentrer.|0|0
219|Parfois il est naturel d’en passer par là, mais je trouve qu’on détruit beaucoup sans raison, systématiquement.|1|0
228|Il est fait de cette connaissance encore fraîche et grisante de la ville – surtout si ce n’est pas la nôtre – qui rend encore plus fortes les idées, les images qu’elles nous inspirent et qui soudain apparaissent.|0|0
234|Caserte et la chevauchée de Vanvitelli, structure horizontale au-dessus des monts et des vallées, encerclant sur des kilomètres les jardins du palais.|0|1
237|J’entends qu’il est étrange de ne pas retrouver à Berlin un seul de ces délicats travaux en bois, caractéristiques de mes projets passés à Macao, les fragiles îlots de maisons de Porto – mais sur quel granit?|0|0
53|La hauteur des bâtiments, par exemple, a été multipliée par deux par rapport à ce qui était prévu.|1|1
97|Bien plus tard j’ai retrouvé des documents qui démontraient l’existence de ce parcours, disparu avec le tremblement de terre.|1|0
180|Montreuil connaît, à la périphérie de Paris, une situation assez proche de ce qui se passe partout.|0|0
27|Mais ils ont à voir avec l’éprouvante impossibilité de mener à bien, avec des obstacles que je ne parviens pas à surmonter.|1|0
41|Au Chiado est particulièrement évidente l’inexplicable interruption de ce qui était clairement défini par le plan : le respect des espaces ouverts, des vides, la liaison entre les parties contiguës et la recherche de correspondance entre les différents secteurs.|0|1
189|Elle a provoqué une décadence et une dégradation à Montreuil.|1|1
204|Les solutions consistent à intégrer toute cette réalité éparse et peut-être aussi contradictoire dans un tout, un cadre qui permette de recréer un rapport entre la rue et les tours.|1|0
46|Ainsi, pour la première fois pour moi manquaient des références directes (accidents topographiques, constructions existantes, histoire) qui constituent généralement les coordonnées sûres pour l’élaboration d’un projet.|0|1
13|Au Portugal qui émergeait de la révolution de 1974, il n’était même pas question de le vouloir ou pas.|0|0
143|S’était répandue l’idée, diffusée dans l’assemblée ou suggérée de l’extérieur, que construire uniquement des maisons à patio, dans un secteur de la ville, était inhumain, inacceptable.|1|1
16|On dit de mon travail, celui d’avant ou d’aujourd’hui, qu’il est fondé sur l’architecture traditionnelle de notre région.|0|0
165|Ces débats ont bénéficié de la volonté politique de la municipalité de La Haye et de la détermination des intervenants dans le processus, assumant les contradictions et les conflits, latents ou patents.|0|1
231|Les dix dernières années de ma vie professionnelle ont pour l’essentiel été consacrées à d’autres villes que la mienne.|0|0
153|La rencontre entre le conduit principal et le conduit secondaire a permis la création d’une série d’espaces interstitiels qui multiplient les possibilités de projets.|1|1
47|La collaboration interdisciplinaire dans ce sens a été déterminante, comme la présence de spécialistes de Hong Kong, en plus des Anglais et des Hollandais, pour les aspects techniques liés à la construction sur l’eau.|1|1
84|Malgré cela, la perte de sens dans le rôle de chaque construction est patente pour tout le monde.|0|0
196|[…] Sur une vue aérienne de Montreuil, l’influence des murs sur le tissu de la ville est frappante.|0|1
187|L’implantation au cœur de la ville d’un grand ensemble qui commence au sous-sol et se développe démesurément a eu des conséquences tout autour du centre.|1|1
208|Dans la division en trois espaces, trois places, réside le véritable thème du travail.|1|0
207|Cela doit s’accompagner, de l’autre côté de la rue, de constructions de deux ou trois étages afin d’adoucir le rapport à la ville ancienne et les deux tours.|1|1
215|Le programme propose une quantité importante de démolitions : tout le centre commercial, la station d’autobus, le théâtre… Ce programme est finalement basé sur la démolition.|1|1
105|Il est indispensable d’éviter les points de rupture dans la continuité des villes.|0|1
52|Malheureusement, les indications du plan ont été altérées pendant la réalisation et l’image finale s’en ressent.|1|0
168|Une simple réflexion sur l’histoire et la géographie permet de considérer que c’est précisément à l’intérieur du tissu social, dense et complexe, et dans un milieu culturel fortement consolidé que la transformation urbaine est prévisible.|1|1
229|Je crois que cette attraction, cette fécondité que nous procure le travail dans les villes s’apparente à une norme.|0|0
200|L’observation des faits m’a fait penser qu’il fallait, dans une certaine mesure, revenir à l’échelle de la ville telle qu’elle pouvait être avant les grands bouleversements.|1|0
178|La participation permet surtout la généralisation d’une information juste, continuellement actualisée et non limitée entre disciplines, constituant un élément fondamental de créativité, de rigueur et de justice dans la transformation de la ville. […]|1|1
120|Ceux-ci prévoyaient la conservation de la densité du plan précédent pour 1200 logements, la préservation de la bande verte qui accompagne la ligne d’eau, encore présente, et la construction d’habitations basses très denses.|1|1
156|La reconstruction des villes détruites par la Seconde Guerre mondiale a adopté les principes de la Charte d’Athènes.|1|1
63|Ce dialogue particulier entre nouveau et ancien, à grande échelle, est particulièrement utile pour le drainage, comme l’ont confirmé les consultants hollandais.|0|0
35|Le résultat final n’a pas été brillant et confirme la difficulté contemporaine de construire en continuité à travers des interventions individuelles.|1|0
145|[…] La maison à patio n’a pas convaincu tout le monde et, dans très peu de cas, j’ai reçu la demande de déplacer le patio à l’intérieur de l’îlot, demande mue par le désir d’une présence plus forte de la maison sur la rue, et j’y ai répondu car cela s’insérait bien dans la structure générale.|0|1
214|Ce caractère, cette échelle entre les choses, cette densité font bien souvent l’originalité de la périphérie où coexistent urbanisation outrancière et persistance du rural.|1|0
199|Et le travail de Michel Corajoud, qui a travaillé avec moi, a été d’un apport très important pour l’étude.|0|0
125|D’abord, le quartier clandestin de Santa Maria, que le mouvement du terrain cache depuis la route vers Lisbonne et une autre voie communale.|0|1
81|La ville est constituée de la répétition de petites unités qui assurent le tissu continu, duquel émergent ponctuellement les grandes structures institutionnelles.|0|1
101|Mais le Chiado risque d’être rendu exclusivement aux piétons comme l’ont été quelques rues de la Baixa.|1|1
24|Je n’aimerais pas construire de mes propres mains ce que je dessine.|1|0
116|Dans la période qui succède immédiatement à la révolution du 25 avril 1974, un grand territoire situé en dehors des murs de la ville d’Évora a été destiné, dans le cadre du programme SAAL, à une association d’habitants.|0|1
181|À savoir, le désenchantement survenu après le grand effort de construction et de transformation qu’ont connu les villes européennes d’après-guerre.|1|0
111|À Évora, le temps de la compréhension et de l’étude, prolongé et sans fin, m’a permis d’éviter l’application d’un principe unique et préconçu.|0|0
201|Cela sans nier, bien entendu, les transformations qui ont suscité ces bouleversements comme les deux grandes tours qui demeurent le fait le plus brutal dans le profil de la ville.|1|1
61|La limite entre la terre et la mer est très accidentée.|0|0
88|Il s’agissait d’une structure flexible en bois, sur laquelle s’accolaient les façades en pierre, privées de leur fonction structurelle et souvent mal construites.|1|1
152|Je voulais éviter la localisation aléatoire et étrangère à la structure du quartier.|1|0
140|Ce parcours, qui séparait les constructions nouvelles des anciennes, permet la régénération des espaces ouverts des maisons préexistantes et rend possibles les accès, escaliers et jardins, pour que les habitants puissent sortir de la clandestinité.|1|1
90|Le projet lance à nouveau l’idée de la cage, maintenant en béton, et récupère toutes les façades qui ont échappé à l’incendie.|0|1
44|Une situation exceptionnelle dans mon activité professionnelle a été le travail à Macao.|0|0
106|L’insistance paternaliste à éliminer tous les dangers est contre-productive, car un piéton qui sort d’une rue piétonne rencontre tout d’un coup des menaces contre lesquelles il s’est moins habitué à se défendre.|0|0
57|Dans cette ville, les conditions naturelles, les sculptures des rochers font le contrepoint aux constructions existantes et créent le paysage comme un tout.|1|0
14|Le combat pour l’habitat à Porto, à Lisbonne ou dans l’Algarve, une fois les chaînes brisées, dépassait de loin les limites de la maison, du district ou de la coopérative.|0|1
79|L’utilisation de la grille dans les villes portugaises a un précédent important dans la Baixa de Lisbonne, entièrement reconstruite après le tremblement de terre de 1755.|1|1
216|En ce qui concerne les tours, je ne pense pas qu’il faille les démolir, indépendamment du fait économique qui ne le permettrait pas.|1|0
217|En fait, je ne partage pas cette idée – conservatrice au fond – de faire disparaître les faits de la transformation antérieure qu’on peut qualifier de regrettable et qui a occasionné un certain inconfort dans la ville.|1|1
198|C’est un élément ordonnateur de la géométrie qui influence tout ce qui se passe sur le territoire.|0|0
91|Les cadrages des portes, modénatures et corniches, ont été reconstruits et restitués à leur fonction d’origine.|1|1
172|La rénovation doit être lente et étalée dans le temps pour maintenir la population locale.|1|1
163|Pour la rénovation urbaine du quartier de Schilderswick à La Haye, les objectifs du plan d’urbanisme incluaient la recherche de méthodes conduisant à une plus étroite relation entre plan et projet d’architecture, à l’intérieur d’un processus participatif qui se révélait difficile, apparemment du fait des origines variées des habitants immigrés (Surinam, Maroc, Tunisie, Inde, Portugal, etc.).|1|1
245|Reste aussi la satisfaction de travailler avec les ouvriers méticuleux de Hollande – émigrants ou non – qui assemblent les formes préfabriquées produites par l’industrie.|0|0
138|Le long de l’axe est-ouest ont été proposées de nombreuses constructions, se rapprochant du quartier de Santa Maria.|1|1
11|Mais pour dépasser ce avec quoi et ce pourquoi on travaille.|0|0
159|Un regard désenchanté sur la ville contemporaine révèle sa fragmentation, la rigidité des zonages, la marginalisation du centre historique, le schématisme d’une architecture incapable de se « contaminer » dans la confrontation avec la qualité urbaine préexistante ; d’un autre côté, cette architecture n’a jamais réalisé la tabula rasa imaginée sur les tables à dessin.|1|1
139|Dans l’espace entre les deux quartiers se trouve une voie que j’ai appelée Broadway (nom consolidé par les habitants des lieux).|0|0
109|Cette tension vers une solution définitive empêche la complémentarité entre les choses, entre tissu urbain et monument, entre espace ouvert et construit.|0|0
45|Au début il m’a paru particulièrement difficile de définir les principes pour construire des surfaces à conquérir sur la mer.|1|0
48|Les fortes contraintes naturelles ont été décisives dans l’articulation du plan.|0|0
103|Il suffit de regarder les rues réservées aux piétons en Hollande pour le constater.|0|0
95|Le concepteur devient détective, cherchant à rétablir les correspondances anciennes, vitales, coupées de façon traumatisante et peu perçues.|0|0
226|La perpétuelle transformation des villes s’opère différemment que l’on soit au sud de l’Europe, en Amérique latine ou en Orient… Les villes d’Europe du Nord sont en phase de recherche de leur consolidation.|1|1
39|Malgré la jeunesse et le manque d’expérience des protagonistes, les volontés coïncidaient, pouvant compter avec la participation des citoyens.|0|0
211|Cette transformation de l’espace auprès des tours porte une transformation plus large et je suis sûr que ce travail aura une grande force.|1|1
83|Il n’existe pas de monument dans la ville sans la continuité anonyme de multiples constructions : il s’agit d’aspects qualitatifs complémentaires.|0|0
115|Les interprétations du plan du quartier de Malagueira ne sont pas unanimes : certaines, positives, mettent en valeur les interventions innovantes, d’autres dénoncent l’agonie du processus, avec la conviction de l’absence d’un futur.|1|1
8|Oui, c’est vrai, je fais des projets dans les cafés, pas comme Toulouse-Lautrec dans les cabarets, ni comme un Prix de Rome dans les ruines antiques.|0|0
67|Elle représente une manière de penser l’urbanisme très différente de celle des Portugais dans leurs colonies.|0|0
30|L’artisan me dit : vous aviez raison, c’est plus facile en biais.|0|0
241|Il arrive que les villes qui invitent des architectes étrangers attendent d’eux le contraire de ce qui s’y fait, exorcisant ainsi les croisements culturels toujours conflictuels et féconds auxquels donne lieu le contexte de travail.|0|1
185|Or la feuille n’est jamais complètement blanche et ne l’a jamais été.|0|0
78|Sur une de ces plates-formes a été dessinée une allée plantée d’arbres de grandes dimensions, avec un jardin chinois sur l’un des côtés.|1|0
38|Une grande affinité, une identité de préoccupations existait alors entre les différents architectes, due également à la vivacité des débats sur la ville et sur l’architecture.|0|0
141|Les habitations que j’ai proposées correspondent à une seule typologie : la construction s’éloigne de la rue, en libérant un patio, réunie par le mur du fond à une autre maison qui répète le même dessin de l’autre côté.|0|1
157|La construction de villes nouvelles ou de quartiers de ville a pris corps comme la conséquence du rapide développement économique et urbain.|1|1
64|Les points de contact proposés, larges et peu nombreux, n’empêcheront pas le passage de l’eau quand les voies existantes seront insérées dans le nouveau tracé.|1|1
28|Je discutais avec un artisan sur la façon de poser des carreaux de céramique de 30 x 30 centimètres sur un sol inégal : en diagonale comme je le proposais, ou parallèle à l’un des murs.|0|1
170|Quelques réflexions sur l’expérience de la transformation urbaine de Schilderswick s’imposent.|1|1
23|Mais tout l’équipage est là, le capitaine est un fantôme…, il n’est pas évident de trouver la bonne direction.|0|0
33|Quand je reçois une commande pour l’élaboration d’un plan, les incompréhensions se manifestent dès la rédaction du contrat.|0|0
222|Mais la ville de Montreuil a cette conscience qu’une nouvelle attitude est à prendre.|0|0
232|Berlin, rigoureuse et variée, les rues sévères de Kreuzberg, des bouts d’architecture d’un Mouvement moderne naissant, quelques belles œuvres exemplaires, des usines monumentales, des jardins, des lacs et des ruines.|1|1
73|Ainsi, le tracé doit s’adapter à la topographie tandis que l’architecture, assez simple, trouve dans sa difficile relation au terrain son caractère extraordinaire (à Rio de Janeiro, à Macao, en Inde).|1|1
1|Le projet commence lorsque je visite un site, parfois avant, à partir de l’idée que je m’en fais – une description, une photographie, une chose lue ou dont j’ai entendu parler.|0|0
129|Enfin, les bâtiments de sept niveaux construits selon l’ancien plan.|1|1
162|Cet effort rénovateur n’est pas à l’abri des tendances de simplification et d’omission, surtout quand il fait le choix d’exclure l’expérience des quarante dernières années ou quand la participation des habitants est considérée comme simple élément de pacification, si souvent réducteur, refusant – par prudence et calcul – un saut créateur qui la qualifie comme partie intégrante du processus de projet.|1|1
7|Ayant fait l’expérience de grands programmes, je ne les trouve pas vraiment plus difficiles.|0|0
107|Le piéton sait se déplacer dans la ville, sans avoir besoin de protections obsessionnelles, comme le démontrent les kilomètres de canaux à Venise, sans barrières ni victimes.|0|0
146|Entre-temps, j’ai eu l’idée de proposer le réseau d’infrastructures à la hauteur des toitures : entre les deux maisons accolées dos à dos, passe un conduit principal, le long de l’axe est-ouest.|1|1
149|D’autre part, puisque j’aurais difficilement réussi à obtenir les financements d’autres ministères dans la construction des travaux publics, aussi pour des raisons politiques, je devais imaginer une solution permettant ce dialogue, que l’on voit dans toutes les villes, entre le tissu uniforme des maisons et les édifices collectifs.|0|1
121|S’est manifesté alors l’intention, clairement innovante pour le pays, de préserver le territoire et d’expérimenter des nouvelles solutions pour l’habitat.|1|1
96|Je me rappelle qu’en me promenant dans la ville pour observer son paysage et sa topographie, un parcours pour relier la plate-forme du Chiado à l’église de Carmo, lieu d’arrivée de l’ascenseur de Santa Justa, m’est apparu nécessaire.|1|1
194|Ce principe systématique d’organisation du territoire constitue comme de l’ordre en vigueur partout.|0|0
176|La participation des habitants, techniciens et politiques devra signifier un processus ouvert, et non simplement pacificateur ou conformiste ou d’envergure locale et fragmentée ou conduisant à l’établissement de modèles de consensus facile.|0|0
19|Ils disent, et mes amis aussi, que je n’ai pas de théorie ou de méthode.|0|0
77|Une très belle image de Macao est en réalité celle des figuiers avec ses grandes racines, créant une sorte de toit, une grande sculpture.|0|0
